Id,Week,Month,StartDate,EndDate,CustomerType,SegmentId,SegmentName,Target Audience,Delivered,Sent,Undelivered,Failed,OPEN,READ,Delivery %,Open %,Read %,Responders,In store Responders,Online Responders,Common Responders,Read and Responders,Read and In store Responders,Read and Online Responders,Read and Common Responders,Responders Sales,In store Responders Sales,Online Responders Sales,Common Responders Sales,Read and Responders Sales,Read and In store Responders Sales,Read and Online Responders Sales,Read and Common Responders Sales,Responders NOBs,In store Responders NOBs,Online Responders NOBs,Common Responders NOBs,Read and Responders NOBs,Read and In store Responders NOBs,Read and Online Responders NOBs,Read and Common Responders NOBs,Points Redeemers,Points Issued,Points Redeemed,Points Redeemers Sales,Points Redeemers Bills,Coupon Redeemers,Coupons Issued,Coupons Redeemed,Coupon Redeemers Sales,Coupon Redeemers Bills,Responders Hit Rate,Responders Hit Rate Offline,Responders Hit Rate Online,Responders Hit Rate Omni,Communication Cost,Reward Cost,Total Cost,Lift,Shift,IncreamentalSales,ROI Without Reward Cost,ROI With Reward Cost,Incremental Hit Rate %
2357,Week 43,October,2025-10-20,2025-10-26,Targetted,1116,Mvcpush_P3_Mvcpush_Existing_R_Bw_1_12_Month_High_Value_15_19_5k_Puja_Stores_Oct_1,1073,505,32,0,536,0,263,47.06,0.00,52.08,7,7,0,,5,5,0,,63872.00,63872.00,,,50461.00,50461.00,,,8,8,0,,6,6,0,,1,1263.00,490.00,6304.00,1,,,,,,1.39,1.39,0.00,,316.80,490.00,806.80,0,56043.688,56043.688,176.9056,69.4642,
2358,Week 43,October,2025-10-20,2025-10-26,Targetted,1117,R2r_P3_Existing_Repeat_R_Bw_1_12_Month_Suits___Jackets_Common_Stores_Oct_1,2105,1820,117,0,1171,0,654,86.46,0.00,35.93,13,13,0,,5,5,0,,151447.00,151447.00,,,48059.00,48059.00,,,16,16,0,,5,5,0,,1,4940.00,1230.00,4858.00,1,,,,,,0.71,0.71,0.00,,950.88,1230.00,2180.88,0,122312.3834,122312.3834,128.6307,56.084,
2359,Week 43,October,2025-10-20,2025-10-26,Targetted,1118,R2r_P3_Existing_Repeat_R_Bw_1_12_Month_Suits___Jackets_Puja_Stores_Oct_1,3860,1759,144,0,1957,0,888,45.57,0.00,50.48,12,12,0,,6,6,0,,112853.00,112853.00,,,40757.00,40757.00,,,16,16,0,,9,9,0,,1,2380.00,1088.00,3685.00,1,1,0,1,15038.00,1,0.68,0.68,0.00,,1114.80,1588.00,2702.80,80449.547,-40942.3631,39507.1839,35.4388,14.6171,-0.0033
2360,Week 43,October,2025-10-20,2025-10-26,Targetted,1119,Mvcpush_P3_Mvcpush_Existing_R_Bw_1_12_Month_High_Value_15_19_5k_Chath_Stores_Oct_1,257,225,13,0,126,0,110,87.55,0.00,48.89,2,2,0,,1,1,0,,9799.00,9799.00,,,3685.00,3685.00,,,2,2,0,,1,1,0,,0,686.00,0.00,,0,,,,,,0.89,0.89,0.00,,127.88,0.00,127.88,0,9811.2488,9811.2488,76.7223,76.7223,
2361,Week 43,October,2025-10-20,2025-10-26,Targetted,1120,Winback_P4_Existing_R_Bw_13_24_Month_Suits___Jackets_Chath_Stores_Oct_1,2537,2177,178,0,1323,0,810,85.81,0.00,37.21,7,7,0,,1,1,0,,71790.00,71790.00,,,13722.00,13722.00,,,7,7,0,,1,1,0,,1,1684.00,754.00,5054.00,1,,,,,,0.32,0.32,0.00,,1173.91,754.00,1927.91,0,71445.4081,71445.4081,60.8611,37.0585,
2362,Week 43,October,2025-10-20,2025-10-26,Targetted,1121,N2r_P3_Existing_One_Timer_R_Bw_1_12_Month_Suits___Jackets_Rest_Of_India_Oct_1,32452,14852,1140,0,16460,0,7597,45.77,0.00,51.15,33,33,0,,20,20,0,,406556.00,406556.00,,,225305.00,225305.00,,,36,36,0,,23,23,0,,4,6282.00,2749.00,12311.00,4,,,,,,0.22,0.22,0.00,,9337.80,2749.00,12086.80,-34324.2926,134181.5489,99857.2563,10.6939,8.2617,0.0008
2363,Week 43,October,2025-10-20,2025-10-26,Targetted,1122,Winback_P4_Existing_R_Bw_13_24_Month_Suits___Jackets_Common_Stores_Oct_1,6080,5134,444,0,3398,0,1710,84.44,0.00,33.31,17,16,1,,4,3,1,,245769.73,242374.00,3395.73,,56846.73,53451.00,3395.73,,19,18,1,,4,3,1,,1,1722.00,707.00,13688.00,1,,,,,,0.33,0.31,0.02,,2681.91,707.00,3388.91,0,219151.5739,219151.5739,81.7147,64.6673,
2364,Week 43,October,2025-10-20,2025-10-26,Targetted,1123,R2r_P3_Existing_Repeat_R_Bw_1_12_Month_Suits___Jackets_Rest_Of_India_Oct_1,25797,11506,850,0,13441,0,5443,44.60,0.00,47.31,109,109,0,,66,66,0,,1104263.32,1104263.32,,,620761.00,620761.00,,,121,121,0,,74,74,0,,12,13924.00,9379.00,41340.00,12,2,0,2,15263.00,2,0.95,0.95,0.00,,7204.80,10379.00,17583.80,198677.3053,157508.1038,356185.4091,49.4372,20.2565,0.0015
2365,Week 43,October,2025-10-20,2025-10-26,Targetted,1143,All Test BB,10,10,0,0,8,0,4,100.00,0.00,40.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.46,,,0,0,0,0,,
2366,Week 43,October,2025-10-20,2025-10-26,Targetted,988,Reactivation_P5_ReactivationRgt_than36Months_rest_of_india_oct_1,313450,164006,0,0,149444,0,0,52.32,0.00,0.00,185,183,2,,0,0,0,,2220091.02,2215264.20,4826.82,,,,,,203,201,2,,0,0,0,,0,20595.00,0.00,,0,,,,,,0.11,0.11,0.00,,22154.86,0.00,22154.86,-363147.3219,358727.3389,-4419.983,-0.1995,-0.1995,0.0002
2367,Week 43,October,2025-10-20,2025-10-26,Targetted,989,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Formal_dusshera_stores_oct_1,4281,1831,192,0,2258,0,846,42.77,0.00,46.20,5,4,1,,3,2,1,,37147.75,35813.00,1334.75,,11247.75,9913.00,1334.75,,5,4,1,,3,2,1,,0,1628.00,0.00,,0,,,,,,0.27,0.22,0.05,,1154.40,0.00,1154.40,0,36729.4663,36729.4663,31.8169,31.8169,
2368,Week 43,October,2025-10-20,2025-10-26,Targetted,990,R2R_P3_Existing_repeat_R_bw_1_12_Month_Casual_puja_stores_oct_1,6884,3304,230,0,3350,0,1779,48.00,0.00,53.84,28,28,0,,15,15,0,,239978.00,239978.00,,,148529.00,148529.00,,,29,29,0,,16,16,0,,3,6173.00,1531.00,19565.00,3,,,,,,0.85,0.85,0.00,,2067.00,1531.00,3598.00,0,232398.0039,232398.0039,112.4325,64.5909,
2369,Week 43,October,2025-10-20,2025-10-26,Targetted,991,Reactivation_P5_Reactivation_R_bw_24_36_Months_rest_of_india_oct_1,254012,142314,0,0,111698,0,0,56.03,0.00,0.00,303,298,5,,0,0,0,,3127014.30,3114643.03,12371.27,,,,,,336,331,5,,0,0,0,,1,39512.00,1625.00,2430.00,1,,,,,,0.21,0.21,0.00,,19164.86,1625.00,20789.86,827879.4523,-132445.8078,695433.6445,36.2869,33.4506,-0.0001
2370,Week 43,October,2025-10-20,2025-10-26,Targetted,993,R2R_P3_Existing_repeat_R_bw_1_12_Month_Casual_chath_stores_oct_1,1464,1316,57,0,742,0,561,89.89,0.00,42.63,27,27,0,,12,12,0,,216198.50,216198.50,,,58716.00,58716.00,,,30,30,0,,14,14,0,,2,0.00,1619.00,15765.00,2,,,,,,2.05,2.05,0.00,,716.53,1619.00,2335.53,0,194420.1053,194420.1053,271.3356,83.2445,
2371,Week 43,October,2025-10-20,2025-10-26,Targetted,994,Winback_P4_Existing_R_bw_13_24_Month_Casual_common_stores_oct_1,5737,4840,359,0,3129,0,1723,84.36,0.00,35.60,16,16,0,,2,2,0,,139214.00,139214.00,,,11362.00,11362.00,,,19,19,0,,3,3,0,,0,0.00,0.00,,0,,,,,,0.33,0.33,0.00,,2570.96,0.00,2570.96,0,117027.6841,117027.6841,45.5191,45.5191,
2372,Week 43,October,2025-10-20,2025-10-26,Targetted,995,R2R_P3_Existing_repeat_R_bw_1_12_Month_Mix_of_Category_dusshera_stores_oct_1,982,319,42,0,621,0,153,32.48,0.00,47.96,3,3,0,,1,1,0,,7768.00,7768.00,,,2435.00,2435.00,,,3,3,0,,1,1,0,,1,0.00,242.00,2299.00,1,,,,,,0.94,0.94,0.00,,205.80,242.00,447.80,0,7764.3748,7764.3748,37.7278,17.3389,
2373,Week 43,October,2025-10-20,2025-10-26,Targetted,996,R2R_P3_Existing_repeat_R_bw_1_12_Month_Mix_of_Category_rest_of_india_oct_1,11703,5225,399,0,6079,0,2564,44.65,0.00,49.07,36,36,0,,22,22,0,,268775.00,268775.00,,,179431.00,179431.00,,,40,40,0,,26,26,0,,3,0.00,1697.00,10178.00,3,,,,,,0.69,0.69,0.00,,3285.60,1697.00,4982.60,-187370.0544,-456413.5469,-643783.6013,-195.941,-129.2064,-0.013
2374,Week 43,October,2025-10-20,2025-10-26,Control,1000,Reactivation_P5_Reactivation_R_bw_24_36_Months_puja_stores_oct_1,546,546,0,0,0,0,0,100.00,0.00,0.00,1,1,0,,0,0,0,,2619.00,2619.00,,,,,,,1,1,0,,0,0,0,,0,0.00,0.00,,0,,,,,,0.18,0.18,0.00,,,,,,,,,,
2375,Week 43,October,2025-10-20,2025-10-26,Control,1001,MVC_P1_MVC_Customers_dusshera_stores_oct_1,66,66,0,0,0,0,0,100.00,0.00,0.00,1,1,0,,0,0,0,,2619.00,2619.00,,,,,,,1,1,0,,0,0,0,,0,183.00,0.00,,0,,,,,,1.52,1.52,0.00,,,,,,,,,,
2376,Week 43,October,2025-10-20,2025-10-26,Control,1002,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Casual_rest_of_india_oct_1,670,670,0,0,0,0,0,100.00,0.00,0.00,2,2,0,,0,0,0,,6108.00,6108.00,,,,,,,2,2,0,,0,0,0,,0,0.00,0.00,,0,,,,,,0.30,0.30,0.00,,,,,,,,,,
2377,Week 43,October,2025-10-20,2025-10-26,Control,1003,N2R_P3_Existing_R_bw_1_12_Month_Mix_of_Category_chath_stores_oct_1,21,21,0,0,0,0,0,100.00,0.00,0.00,1,1,0,,0,0,0,,10108.00,10108.00,,,,,,,1,1,0,,0,0,0,,0,0.00,0.00,,0,,,,,,4.76,4.76,0.00,,,,,,,,,,
2378,Week 43,October,2025-10-20,2025-10-26,Control,1004,MVC_P1_MVC_Customers_common_stores_oct_1,19,19,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2379,Week 43,October,2025-10-20,2025-10-26,Control,1006,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Mix_of_Category_rest_of_india_oct_1,247,247,0,0,0,0,0,100.00,0.00,0.00,1,1,0,,0,0,0,,6304.00,6304.00,,,,,,,1,1,0,,0,0,0,,0,0.00,0.00,,0,,,,,,0.40,0.40,0.00,,,,,,,,,,
2380,Week 43,October,2025-10-20,2025-10-26,Control,1007,Winback_P4_Existing_R_bw_13_24_Month_Mix_of_Category_dusshera_stores_oct_1,49,49,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381,Week 43,October,2025-10-20,2025-10-26,Control,1008,MVC_P1_MVC_Customers_Max_Bill_Value_bw_0_6K_rest_of_india_oct_1,231,231,0,0,0,0,0,100.00,0.00,0.00,2,2,0,,0,0,0,,18487.00,18487.00,,,,,,,4,4,0,,0,0,0,,0,0.00,0.00,,0,,,,,,0.87,0.87,0.00,,,,,,,,,,
2382,Week 43,October,2025-10-20,2025-10-26,Control,1009,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Casual_common_stores_oct_1,41,41,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,Week 43,October,2025-10-20,2025-10-26,Control,1010,Winback_P4_Existing_R_bw_13_24_Month_Casual_rest_of_india_oct_1,1601,1601,0,0,0,0,0,100.00,0.00,0.00,4,4,0,,0,0,0,,37728.00,37728.00,,,,,,,4,4,0,,0,0,0,,0,1634.00,0.00,,0,,,,,,0.25,0.25,0.00,,,,,,,,,,
2384,Week 43,October,2025-10-20,2025-10-26,Control,1011,Winback_P4_Existing_R_bw_13_24_Month_Mix_of_Category_rest_of_india_oct_1,488,488,0,0,0,0,0,100.00,0.00,0.00,4,4,0,,0,0,0,,21020.00,21020.00,,,,,,,4,4,0,,0,0,0,,0,0.00,0.00,,0,,,,,,0.82,0.82,0.00,,,,,,,,,,
2385,Week 43,October,2025-10-20,2025-10-26,Control,1012,Bottom_Stores_rest_of_india_Oct_1,716,716,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,Week 43,October,2025-10-20,2025-10-26,Control,1013,Bottom_Stores_chath_stores_Oct_1,216,216,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2387,Week 43,October,2025-10-20,2025-10-26,Control,1014,Winback_P4_Existing_R_bw_13_24_Month_Casual_puja_stores_oct_1,260,260,0,0,0,0,0,100.00,0.00,0.00,1,1,0,,0,0,0,,4209.00,4209.00,,,,,,,1,1,0,,0,0,0,,0,0.00,0.00,,0,,,,,,0.38,0.38,0.00,,,,,,,,,,
2388,Week 43,October,2025-10-20,2025-10-26,Control,1015,Bottom_Stores_dusshera_stores_Oct_1,16,16,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2389,Week 43,October,2025-10-20,2025-10-26,Control,1016,Bottom_Stores_puja_stores_Oct_1,268,268,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390,Week 43,October,2025-10-20,2025-10-26,Control,1017,Bottom_Stores_common_stores_Oct_1,396,396,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2391,Week 43,October,2025-10-20,2025-10-26,Control,1020,MVC_P1_MVC_Customers_who_purchased_suits_jackets_dusshera_stores_oct_1,121,121,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,Week 43,October,2025-10-20,2025-10-26,Control,1021,Winback_P4_Existing_R_bw_13_24_Month_Formal_puja_stores_oct_1,187,187,0,0,0,0,0,100.00,0.00,0.00,1,1,0,,0,0,0,,1405.00,1405.00,,,,,,,1,1,0,,0,0,0,,0,0.00,0.00,,0,,,,,,0.53,0.53,0.00,,,,,,,,,,
2393,Week 43,October,2025-10-20,2025-10-26,Control,1022,MVC_P1_MVC_Customers_who_purchased_suits_jackets_chath_stores_oct_1,39,39,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2394,Week 43,October,2025-10-20,2025-10-26,Control,1023,R2R_P1_MVC_Repeaters_Max_Bill_Value_gt_than_10K_rest_of_india_oct_1,222,222,0,0,0,0,0,100.00,0.00,0.00,10,10,0,,0,0,0,,129768.00,129768.00,,,,,,,11,11,0,,0,0,0,,2,2107.00,2094.00,10246.00,2,,,,,,4.50,4.50,0.00,,,,,,,,,,
2395,Week 43,October,2025-10-20,2025-10-26,Control,1025,R2R_P3_Existing_repeat_R_bw_1_12_Month_Casual_common_stores_oct_1,64,64,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2396,Week 43,October,2025-10-20,2025-10-26,Control,1029,Reactivation_P5_ReactivationRgt_than36Months_common_stores_oct_1,462,462,0,0,0,0,0,100.00,0.00,0.00,1,1,0,,0,0,0,,43234.00,43234.00,,,,,,,2,2,0,,0,0,0,,0,1622.00,0.00,,0,,,,,,0.22,0.22,0.00,,,,,,,,,,
2397,Week 43,October,2025-10-20,2025-10-26,Control,1030,Reactivation_P5_Reactivation_R_bw_24_36_Months_dusshera_stores_oct_1,570,570,0,0,0,0,0,100.00,0.00,0.00,4,3,1,,0,0,0,,21143.05,18959.00,2184.05,,,,,,4,3,1,,0,0,0,,0,170.00,0.00,,0,,,,,,0.70,0.53,0.18,,,,,,,,,,
2398,Week 43,October,2025-10-20,2025-10-26,Control,1031,Reactivation_P5_Reactivation_R_bw_24_36_Months_chath_stores_oct_1,202,202,0,0,0,0,0,100.00,0.00,0.00,1,1,0,,0,0,0,,2429.00,2429.00,,,,,,,1,1,0,,0,0,0,,0,0.00,0.00,,0,,,,,,0.50,0.50,0.00,,,,,,,,,,
2399,Week 43,October,2025-10-20,2025-10-26,Control,1032,Reactivation_P5_ReactivationRgt_than36Months_chath_stores_oct_1,240,240,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,Week 43,October,2025-10-20,2025-10-26,Control,1033,R2R_P3_Existing_repeat_R_bw_1_12_Month_Mix_of_Category_puja_stores_oct_1,41,41,0,0,0,0,0,100.00,0.00,0.00,2,2,0,,0,0,0,,17701.00,17701.00,,,,,,,2,2,0,,0,0,0,,0,0.00,0.00,,0,,,,,,4.88,4.88,0.00,,,,,,,,,,
2401,Week 43,October,2025-10-20,2025-10-26,Control,1034,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Casual_chath_stores_oct_1,29,29,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,Week 43,October,2025-10-20,2025-10-26,Control,1037,Winback_P4_Existing_R_bw_13_24_Month_Formal_common_stores_oct_1,110,110,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2403,Week 43,October,2025-10-20,2025-10-26,Control,1039,Winback_P4_Existing_R_bw_13_24_Month_Formal_rest_of_india_oct_1,1800,1800,0,0,0,0,0,100.00,0.00,0.00,3,3,0,,0,0,0,,61000.00,61000.00,,,,,,,3,3,0,,0,0,0,,0,0.00,0.00,,0,,,,,,0.17,0.17,0.00,,,,,,,,,,
2404,Week 43,October,2025-10-20,2025-10-26,Control,1040,R2R_P3_Existing_repeat_R_bw_1_12_Month_Formal_dusshera_stores_oct_1,97,97,0,0,0,0,0,100.00,0.00,0.00,1,1,0,,0,0,0,,48026.00,48026.00,,,,,,,2,2,0,,0,0,0,,0,3306.00,0.00,,0,,,,,,1.03,1.03,0.00,,,,,,,,,,
2405,Week 43,October,2025-10-20,2025-10-26,Control,1041,Winback_P4_Existing_R_bw_13_24_Month_Mix_of_Category_common_stores_oct_1,50,50,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2406,Week 43,October,2025-10-20,2025-10-26,Control,1043,R2R_P3_Existing_repeat_R_bw_1_12_Month_Casual_dusshera_stores_oct_1,87,87,0,0,0,0,0,100.00,0.00,0.00,1,1,0,,0,0,0,,5778.00,5778.00,,,,,,,1,1,0,,0,0,0,,1,0.00,1000.00,5778.00,1,,,,,,1.15,1.15,0.00,,,,,,,,,,
2407,Week 43,October,2025-10-20,2025-10-26,Control,1045,MVC_P1_MVC_Customers_who_purchased_suits_jackets_rest_of_india_oct_1,1299,1299,0,0,0,0,0,100.00,0.00,0.00,14,14,0,,0,0,0,,175701.00,175701.00,,,,,,,22,22,0,,0,0,0,,3,1570.00,2308.00,23616.65,3,,,,,,1.08,1.08,0.00,,,,,,,,,,
2408,Week 43,October,2025-10-20,2025-10-26,Control,1047,R2R_P3_Existing_R_bw_1_12_Month_Mix_of_Category_common_stores_oct_1,32,32,0,0,0,0,0,100.00,0.00,0.00,1,1,0,,0,0,0,,16324.00,16324.00,,,,,,,1,1,0,,0,0,0,,0,0.00,0.00,,0,,,,,,3.13,3.13,0.00,,,,,,,,,,
2409,Week 43,October,2025-10-20,2025-10-26,Control,1049,N2R_P2_New_Customer_chath_stores_oct_1,55,55,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2410,Week 43,October,2025-10-20,2025-10-26,Control,1050,MVC_P1_MVC_Customers_Max_Bill_Value_bw_6_10K_rest_of_india_oct_1,70,70,0,0,0,0,0,100.00,0.00,0.00,3,3,0,,0,0,0,,20918.00,20918.00,,,,,,,3,3,0,,0,0,0,,2,467.00,2391.00,9063.00,2,,,,,,4.29,4.29,0.00,,,,,,,,,,
2411,Week 43,October,2025-10-20,2025-10-26,Control,1051,MVC_P1_MVC_Customers_puja_Stores_oct_1,76,76,0,0,0,0,0,100.00,0.00,0.00,2,2,0,,0,0,0,,33910.00,33910.00,,,,,,,2,2,0,,0,0,0,,0,2332.00,0.00,,0,,,,,,2.63,2.63,0.00,,,,,,,,,,
2412,Week 43,October,2025-10-20,2025-10-26,Control,1052,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Mix_of_Category_puja_stores_oct_1,44,44,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2413,Week 43,October,2025-10-20,2025-10-26,Control,1053,Reactivation_P5_ReactivationRgt_than36Months_dusshera_stores_oct_1,364,364,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2414,Week 43,October,2025-10-20,2025-10-26,Control,1054,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Mix_of_Category_dusshera_stores_oct_1,25,25,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2415,Week 43,October,2025-10-20,2025-10-26,Control,1055,R2R_P3_Existing_repeat_R_bw_1_12_Month_Casual_rest_of_india_oct_1,708,708,0,0,0,0,0,100.00,0.00,0.00,4,4,0,,0,0,0,,100436.00,100436.00,,,,,,,8,8,0,,0,0,0,,0,0.00,0.00,,0,,,,,,0.56,0.56,0.00,,,,,,,,,,
2416,Week 43,October,2025-10-20,2025-10-26,Control,1056,N2R_P2_New_Customer_common_stores_oct_1,94,94,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2417,Week 43,October,2025-10-20,2025-10-26,Control,1057,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Casual_puja_stores_oct_1,112,112,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2418,Week 43,October,2025-10-20,2025-10-26,Control,1059,Reactivation_P5_Reactivation_R_bw_24_36_Months_common_stores_oct_1,422,422,0,0,0,0,0,100.00,0.00,0.00,4,4,0,,0,0,0,,25217.72,25217.72,,,,,,,4,4,0,,0,0,0,,0,0.00,0.00,,0,,,,,,0.95,0.95,0.00,,,,,,,,,,
2419,Week 43,October,2025-10-20,2025-10-26,Control,1060,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Formal_puja_stores_oct_1,95,95,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2420,Week 43,October,2025-10-20,2025-10-26,Control,1061,R2R_P3_Existing_repeat_R_bw_1_12_Month_Formal_chath_stores_oct_1,22,22,0,0,0,0,0,100.00,0.00,0.00,1,1,0,,0,0,0,,20938.00,20938.00,,,,,,,1,1,0,,0,0,0,,0,0.00,0.00,,0,,,,,,4.55,4.55,0.00,,,,,,,,,,
2421,Week 43,October,2025-10-20,2025-10-26,Control,1062,Winback_P4_Existing_R_bw_13_24_Month_Formal_dusshera_stores_oct_1,202,202,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2422,Week 43,October,2025-10-20,2025-10-26,Control,1063,,185,185,0,0,0,0,0,100.00,0.00,0.00,3,3,0,,0,0,0,,9105.00,9105.00,,,,,,,3,3,0,,0,0,0,,2,497.00,2000.00,6856.00,2,,,,,,1.62,1.62,0.00,,,,,,,,,,
2423,Week 43,October,2025-10-20,2025-10-26,Control,1065,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Casual_dusshera_stores_oct_1,99,99,0,0,0,0,0,100.00,0.00,0.00,1,1,0,,0,0,0,,3685.00,3685.00,,,,,,,1,1,0,,0,0,0,,0,0.00,0.00,,0,,,,,,1.01,1.01,0.00,,,,,,,,,,
2424,Week 43,October,2025-10-20,2025-10-26,Control,1068,Winback_P4_Existing_R_bw_13_24_Month_Mix_of_Category_puja_stores_oct_1,65,65,0,0,0,0,0,100.00,0.00,0.00,2,2,0,,0,0,0,,7093.00,7093.00,,,,,,,2,2,0,,0,0,0,,1,0.00,578.00,3934.00,1,,,,,,3.08,3.08,0.00,,,,,,,,,,
2425,Week 43,October,2025-10-20,2025-10-26,Control,1069,N2R_P2_New_Customer_rest_of_india_oct_1,1419,1419,0,0,0,0,0,100.00,0.00,0.00,3,3,0,,0,0,0,,48991.00,48991.00,,,,,,,5,5,0,,0,0,0,,0,0.00,0.00,,0,,,,,,0.21,0.21,0.00,,,,,,,,,,
2426,Week 43,October,2025-10-20,2025-10-26,Control,1070,Winback_P4_Existing_R_bw_13_24_Month_Mix_of_Category_chath_stores_oct_1,12,12,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2427,Week 43,October,2025-10-20,2025-10-26,Control,1071,MVC_P1_MVC_Customers_Chath_Stores_oct_1,7,7,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2428,Week 43,October,2025-10-20,2025-10-26,Control,1073,Winback_P4_Existing_R_bw_13_24_Month_Casual_chath_stores_oct_1,58,58,0,0,0,0,0,100.00,0.00,0.00,1,1,0,,0,0,0,,10476.00,10476.00,,,,,,,1,1,0,,0,0,0,,0,0.00,0.00,,0,,,,,,1.72,1.72,0.00,,,,,,,,,,
2429,Week 43,October,2025-10-20,2025-10-26,Control,1074,MVC_P1_MVC_Customers_who_purchased_suits_jackets_common_stores_oct_1,132,132,0,0,0,0,0,100.00,0.00,0.00,1,1,0,,0,0,0,,24264.00,24264.00,,,,,,,1,1,0,,0,0,0,,1,0.00,420.00,24264.00,1,,,,,,0.76,0.76,0.00,,,,,,,,,,
2430,Week 43,October,2025-10-20,2025-10-26,Control,1075,N2R_P2_New_Customer_puja_stores_oct_1,235,235,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2431,Week 43,October,2025-10-20,2025-10-26,Control,1076,R2R_P3_Existing_repeat_R_bw_1_12_Month_Formal_puja_stores_oct_1,102,102,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2432,Week 43,October,2025-10-20,2025-10-26,Control,1078,R2R_P3_Existing_repeat_R_bw_1_12_Month_Formal_common_stores_oct_1,54,54,0,0,0,0,0,100.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
