CampaignName,Campaigncode,Campaignsubcode,mastercampaigncode,CustomerType,channel,segmentid,segmentname,campaigntype,CampaignScheduleDate,RoiStartDate,RoiEndDate,IncentiveType,IncentiveOfferCode,IncentiveValue,IncentiveNarration,TotalBase,Delivered,Undelivered,DND,Expired,Failed,Unsubscribe,DeliveryRate,Opened,OpenRate,Clicked,ClickThroughRate,Responder,ResponderSales,ResponderTransaction,ResponderATV,ResponderHitRate,ResponderVisit,ResponderABS,TotalPointIssued,PointsRedeemed,PointsRedeemer,PointsRedeemerSales,PointsRedeemerTransaction,RedeemerVisit,RedeemerHitRate,AmountRedeemer,AmountRedeemerSales,AmountRedeemerTransaction,AmountRedeemerATV,AmountRedeemerABS,CouponIssued,CouponRedeemer,CouponRedeemerSales,CouponRedeemerTransaction,CouponRedeemed,ProductRedeemer,ProductRedeemerSales,ProductRedeemerTransaction,ProductRedeemerATV,ProductRedeemerABS,PerProductRedeemer,GvRedeemer,GVRedeemerSales,GVRedeemerTransaction,GVRedeemerABS,Lift,Shift,IncreamentalSales,CommunicationCost,OfferCost,ROIWithCommunicationCost,ROIWithCommunicationCostAndRewardCost,OfferType,IncrementalHitRate,CostPerResponder,ContentType
Offline Feedbackreminder 24 hours Issued,ALT_FEEDE_3,ALT_FEEDE_3_2025-10-04,ALT_FEEDE_3,Target,WhatsApp,,,Feedback,2025-10-04,2025-10-04,2025-10-04,,,,,1683,1527,,,,105,,90.73%,827,54.16%,0,0%,44,491670.38,126,3902.15,2.88%,44,1.56,19260.00,3572.00,3,13297.00,3,3,0.1965%,,,,,,,,,,,,,,,,,,,,,,,,1009.80,,,,,0.0288,22.95,dr_24whatsapp_updated_01
Offline Feedbackreminder 24 hours Issued,ALT_FEEDE_3,ALT_FEEDE_3_2025-10-05,ALT_FEEDE_3,Target,WhatsApp,,,Feedback,2025-10-05,2025-10-05,2025-10-05,,,,,2165,1941,,,,120,,89.65%,1084,55.85%,0,0%,42,696144.65,145,4801,2.16%,42,1.53,24100.00,8120.00,6,28354.00,6,6,0.3091%,,,,,,,,,,,,,,,,,,,,,,,,1299.00,,,,,0.0216,30.93,dr_24whatsapp_updated_01
Offline Feedbackreminder 24 hours Issued,ALT_FEEDE_3,ALT_FEEDE_3_2025-10-06,ALT_FEEDE_3,Target,WhatsApp,,,Feedback,2025-10-06,2025-10-06,2025-10-06,,,,,1716,1570,,,,81,,91.49%,911,58.03%,0,0%,29,459526.04,82,5603.98,1.85%,29,1.99,20072.00,8508.00,5,20040.00,5,5,0.3185%,,,,,,,,,,,,,,,,,,,,,,,,1029.60,,,,,0.0185,35.5,dr_24whatsapp_updated_01
Offline Feedbackreminder 24 hours Issued,ALT_FEEDE_3,ALT_FEEDE_3_2025-10-07,ALT_FEEDE_3,Target,WhatsApp,,,Feedback,2025-10-07,2025-10-07,2025-10-07,,,,,1276,1163,,,,68,,91.14%,648,55.72%,0,0%,28,165737.51,36,4603.82,2.41%,28,1.61,3751.00,4468.00,2,7931.00,2,2,0.172%,,,,,,,,,,,,,,,,,,,,,,,,765.60,,,,,0.0241,27.34,dr_24whatsapp_updated_01
Offline Feedbackreminder 24 hours Issued,ALT_FEEDE_3,ALT_FEEDE_3_2025-10-08,ALT_FEEDE_3,Target,WhatsApp,,,Feedback,2025-10-08,2025-10-08,2025-10-08,,,,,1425,1269,,,,95,,89.05%,750,59.1%,0,0%,31,217571.81,43,5059.81,2.44%,31,1.67,4039.00,1000.00,1,3159.00,1,1,0.0788%,,,,,,,,,,,,,,,,,,,,,,,,855.00,,,,,0.0244,27.58,dr_24whatsapp_updated_01
Offline Feedbackreminder 24 hours Issued,ALT_FEEDE_3,ALT_FEEDE_3_2025-10-09,ALT_FEEDE_3,Target,WhatsApp,,,Feedback,2025-10-09,2025-10-09,2025-10-09,,,,,1335,1217,,,,76,,91.16%,715,58.75%,0,0%,26,128719.4,32,4022.48,2.14%,26,1.38,3049.00,5887.00,5,38873.00,5,5,0.4108%,,,,,,,,,,,,,,,,,,,,,,,,801.00,,,,,0.0214,30.81,dr_24whatsapp_updated_01
Offline Feedbackreminder 24 hours Issued,ALT_FEEDE_3,ALT_FEEDE_3_2025-10-10,ALT_FEEDE_3,Target,WhatsApp,,,Feedback,2025-10-10,2025-10-10,2025-10-10,,,,,1546,1397,,,,83,,90.36%,742,53.11%,0,0%,26,130909.86,41,3192.92,1.86%,26,1.12,2946.00,5521.00,3,11737.00,3,3,0.2147%,,,,,,,,,,,,,,,,,,,,,,,,927.60,,,,,0.0186,35.68,dr_24whatsapp_updated_01
Offline Feedbackreminder 24 hours Issued,ALT_FEEDE_3,ALT_FEEDE_3_2025-10-11,ALT_FEEDE_3,Target,WhatsApp,,,Feedback,2025-10-11,2025-10-11,2025-10-11,,,,,1570,1397,,,,96,,88.98%,766,54.83%,0,0%,29,240975.58,42,5737.51,2.08%,29,1.88,8102.00,5598.00,3,13235.00,3,3,0.2147%,,,,,,,,,,,,,,,,,,,,,,,,942.00,,,,,0.0208,32.48,dr_24whatsapp_updated_01
Offline Feedbackreminder 24 hours Issued,ALT_FEEDE_3,ALT_FEEDE_3_2025-10-12,ALT_FEEDE_3,Target,WhatsApp,,,Feedback,2025-10-12,2025-10-12,2025-10-12,,,,,2606,2359,,,,149,,90.52%,1334,56.55%,0,0%,53,353126.45,67,5270.54,2.25%,53,1.46,7039.00,8519.00,4,18242.00,4,4,0.1696%,,,,,,,,,,,,,,,,,,,,,,,,1563.60,,,,,0.0225,29.5,dr_24whatsapp_updated_01
Offline Feedbackreminder 24 hours Issued,ALT_FEEDE_3,ALT_FEEDE_3_2025-10-13,ALT_FEEDE_3,Target,WhatsApp,,,Feedback,2025-10-13,2025-10-13,2025-10-13,,,,,3271,2983,,,,163,,91.2%,1737,58.23%,0,0%,52,249359.69,76,3281.05,1.74%,52,1.13,6308.00,4780.00,4,27375.00,4,4,0.1341%,,,,,,,,,,,,,,,,,,,,,,,,1962.60,,,,,0.0174,37.74,dr_24whatsapp_updated_01
Offline Feedbackreminder 24 hours Issued,ALT_FEEDE_3,ALT_FEEDE_3_2025-10-14,ALT_FEEDE_3,Target,WhatsApp,,,Feedback,2025-10-14,2025-10-14,2025-10-14,,,,,993,887,,,,60,,89.33%,484,54.57%,0,0%,21,121494.74,29,4189.47,2.37%,21,1.41,5380.00,3258.00,2,4918.00,2,2,0.2255%,,,,,,,,,,,,,,,,,,,,,,,,595.80,,,,,0.0237,28.37,dr_24whatsapp_updated_01
Offline Feedbackreminder 24 hours Issued,ALT_FEEDE_3,ALT_FEEDE_3_2025-10-15,ALT_FEEDE_3,Target,WhatsApp,,,Feedback,2025-10-15,2025-10-15,2025-10-15,,,,,1698,1542,,,,89,,90.81%,882,57.2%,0,0%,31,209944.74,46,4564.02,2.01%,31,1.35,10832.00,2523.00,3,8089.00,3,3,0.1946%,,,,,,,,,,,,,,,,,,,,,,,,1018.80,,,,,0.0201,32.86,dr_24whatsapp_updated_01
Offline Feedbackreminder 24 hours Issued,ALT_FEEDE_3,ALT_FEEDE_3_2025-10-16,ALT_FEEDE_3,Target,WhatsApp,,,Feedback,2025-10-16,2025-10-16,2025-10-16,,,,,1848,1670,,,,92,,90.37%,914,54.73%,0,0%,34,193598.0,47,4119.11,2.04%,34,1.32,1076.00,1621.00,1,1698.00,1,1,0.0599%,,,,,,,,,,,,,,,,,,,,,,,,1108.80,,,,,0.0204,32.61,dr_24whatsapp_updated_01
Offline Feedbackreminder 24 hours Issued,ALT_FEEDE_3,ALT_FEEDE_3_2025-10-17,ALT_FEEDE_3,Target,WhatsApp,,,Feedback,2025-10-17,2025-10-17,2025-10-17,,,,,531,467,,,,29,,87.95%,243,52.03%,0,0%,15,113777.51,20,5688.88,3.21%,15,1.75,1488.00,8936.00,4,15347.00,5,4,0.8565%,,,,,,,,,,,,,,,,,,,,,,,,318.60,,,,,0.0321,21.24,dr_24whatsapp_updated_01
Offline Feedbackreminder 24 hours Issued,ALT_FEEDE_3,ALT_FEEDE_3_2025-10-18,ALT_FEEDE_3,Target,WhatsApp,,,Feedback,2025-10-18,2025-10-18,2025-10-18,,,,,2548,2329,,,,111,,91.41%,1217,52.25%,0,0%,58,253228.76,88,2877.6,2.49%,58,1.08,2465.00,7854.00,4,13547.00,4,4,0.1717%,,,,,,,,,,,,,,,,,,,,,,,,1528.80,,,,,0.0249,26.36,dr_24whatsapp_updated_01
Offline Feedbackreminder 24 hours Issued,ALT_FEEDE_3,ALT_FEEDE_3_2025-10-19,ALT_FEEDE_3,Target,WhatsApp,,,Feedback,2025-10-19,2025-10-19,2025-10-19,,,,,2978,2689,,,,155,,90.3%,1470,54.67%,0,0%,70,322056.18,98,3286.29,2.6%,70,1.05,8830.00,10747.00,6,34102.00,6,6,0.2231%,,,,,,,,,,,,,,,,,,,,,,,,1786.80,,,,,0.026,25.53,dr_24whatsapp_updated_01
Offline Feedbackreminder 24 hours Issued,ALT_FEEDE_3,ALT_FEEDE_3_2025-10-20,ALT_FEEDE_3,Target,WhatsApp,,,Feedback,2025-10-20,2025-10-20,2025-10-20,,,,,4243,3812,,,,234,,89.84%,1939,50.87%,0,0%,82,335359.77,127,2640.63,2.15%,82,0.82,9167.00,6590.00,3,23325.00,4,3,0.0787%,,,,,,,,,,,,,,,,,,,,,,,,2545.80,,,,,0.0215,31.05,dr_24whatsapp_updated_01
Offline Feedbackreminder 24 hours Issued,ALT_FEEDE_3,ALT_FEEDE_3_2025-10-21,ALT_FEEDE_3,Target,WhatsApp,,,Feedback,2025-10-21,2025-10-21,2025-10-21,,,,,2080,1878,,,,116,,90.29%,998,53.14%,0,0%,35,169946.0,57,2981.51,1.86%,35,1.02,2084.00,3343.00,4,41144.00,4,4,0.213%,,,,,,,,,,,,,,,,,,,,,,,,1248.00,,,,,0.0186,35.66,dr_24whatsapp_updated_01
Offline Feedbackreminder 24 hours Issued,ALT_FEEDE_3,ALT_FEEDE_3_2025-10-22,ALT_FEEDE_3,Target,WhatsApp,,,Feedback,2025-10-22,2025-10-22,2025-10-22,,,,,2014,1625,,,,262,,80.69%,1009,62.09%,0,0%,37,298950.85,47,6360.66,2.28%,37,1.81,7000.00,5390.00,3,7742.00,3,3,0.1846%,,,,,,,,,,,,,,,,,,,,,,,,1208.40,,,,,0.0228,32.66,dr_24whatsapp_updated_01
Offline Feedbackreminder 24 hours Issued,ALT_FEEDE_3,ALT_FEEDE_3_2025-10-23,ALT_FEEDE_3,Target,WhatsApp,,,Feedback,2025-10-23,2025-10-23,2025-10-23,,,,,2520,2283,,,,142,,90.6%,1225,53.66%,0,0%,70,378049.66,101,3743.07,3.07%,70,1.28,6054.00,10651.00,8,42468.00,8,8,0.3504%,,,,,,,,,,,,,,,,,,,,,,,,1512.00,,,,,0.0307,21.6,dr_24whatsapp_updated_01
Offline Feedbackreminder 24 hours Issued,ALT_FEEDE_3,ALT_FEEDE_3_2025-10-24,ALT_FEEDE_3,Target,WhatsApp,,,Feedback,2025-10-24,2025-10-24,2025-10-24,,,,,2220,2030,,,,103,,91.44%,1089,53.65%,0,0%,51,231714.05,73,3174.17,2.51%,51,0.0,4573.00,11016.00,7,26698.00,8,7,0.3448%,,,,,,,,,,,,,,,,,,,,,,,,1332.00,,,,,0.0251,26.12,dr_24whatsapp_updated_01
Offline Feedbackreminder 24 hours Issued,ALT_FEEDE_3,ALT_FEEDE_3_2025-10-25,ALT_FEEDE_3,Target,WhatsApp,,,Feedback,2025-10-25,2025-10-25,2025-10-25,,,,,2125,1915,,,,119,,90.12%,1052,54.93%,0,0%,46,218223.83,64,3409.75,2.4%,46,0.0,3348.00,8473.00,5,12061.00,5,5,0.2611%,,,,,,,,,,,,,,,,,,,,,,,,1275.00,,,,,0.024,27.72,dr_24whatsapp_updated_01
Offline Feedbackreminder 24 hours Issued,ALT_FEEDE_3,ALT_FEEDE_3_2025-10-26,ALT_FEEDE_3,Target,WhatsApp,,,Feedback,2025-10-26,2025-10-26,2025-10-26,,,,,2756,2505,,,,136,,90.89%,1428,57.01%,0,0%,59,295130.49,81,3643.59,2.36%,59,1.12,9642.00,6573.00,4,27796.00,4,4,0.1597%,,,,,,,,,,,,,,,,,,,,,,,,1653.60,,,,,0.0236,28.03,dr_24whatsapp_updated_01
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-01,ALT_FEEDE_57,Target,WhatsApp,,,Feedback,2025-10-01,2025-10-01,2025-10-01,,,,,117,51,,,,64,,43.59%,37,72.55%,0,0%,2,8363.0,2,4181.5,3.92%,2,1.0,198.00,1850.00,1,4684.00,1,1,1.9608%,,,,,,,,,,,,,,,,,,,,,,,,70.20,,,,,0.0392,35.1,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-01,ALT_FEEDE_57,Target,EMAIL,,,Feedback,2025-10-01,2025-10-01,2025-10-01,,,,,93,2,0,,,91,0,2.15%,2,100%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.80,,,,,,,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-02,ALT_FEEDE_57,Target,WhatsApp,,,Feedback,2025-10-02,2025-10-02,2025-10-02,,,,,84,39,,,,46,,46.43%,21,53.85%,0,0%,3,10112.41,3,3370.8,7.69%,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.40,,,,,0.0769,16.8,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-02,ALT_FEEDE_57,Target,EMAIL,,,Feedback,2025-10-02,2025-10-02,2025-10-02,,,,,71,55,6,,,5,5,77.46%,4,7.27%,0,0%,2,4431.55,2,2215.78,3.64%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.60,,,,,0.0364,92.3,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-03,ALT_FEEDE_57,Target,WhatsApp,,,Feedback,2025-10-03,2025-10-03,2025-10-03,,,,,62,30,,,,31,,48.39%,20,66.67%,0,0%,2,5023.53,2,2511.76,6.67%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.20,,,,,0.0667,18.6,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-03,ALT_FEEDE_57,Target,EMAIL,,,Feedback,2025-10-03,2025-10-03,2025-10-03,,,,,53,39,5,,,5,4,73.58%,3,7.69%,0,0%,1,3301.25,1,3301.25,2.56%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.80,,,,,0.0256,137.8,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-04,ALT_FEEDE_57,Target,WhatsApp,,,Feedback,2025-10-04,2025-10-04,2025-10-04,,,,,113,51,,,,61,,45.13%,30,58.82%,0,0%,1,1334.75,1,1334.75,1.96%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.80,,,,,0.0196,67.8,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-04,ALT_FEEDE_57,Target,EMAIL,,,Feedback,2025-10-04,2025-10-04,2025-10-04,,,,,95,72,16,,,1,6,75.79%,13,18.06%,0,0%,1,1334.75,1,1334.75,1.39%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.00,,,,,0.0139,247,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-05,ALT_FEEDE_57,Target,WhatsApp,,,Feedback,2025-10-05,2025-10-05,2025-10-05,,,,,114,43,,,,70,,37.72%,31,72.09%,0,0%,3,16869.00,4,4217.25,6.98%,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.40,,,,,0.0698,22.8,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-05,ALT_FEEDE_57,Target,EMAIL,,,Feedback,2025-10-05,2025-10-05,2025-10-05,,,,,99,81,8,,,3,7,81.82%,11,13.58%,0,0%,2,5408.00,2,2704,2.47%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.40,,,,,0.0247,128.7,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-06,ALT_FEEDE_57,Target,WhatsApp,,,Feedback,2025-10-06,2025-10-06,2025-10-06,,,,,72,29,,,,42,,40.28%,20,68.97%,0,0%,2,5951.98,2,2975.99,6.9%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.20,,,,,0.069,21.6,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-06,ALT_FEEDE_57,Target,EMAIL,,,Feedback,2025-10-06,2025-10-06,2025-10-06,,,,,65,54,8,,,1,2,83.08%,13,24.07%,0,0%,3,8386.98,3,2795.66,5.56%,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.00,,,,,0.0556,56.33,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-07,ALT_FEEDE_57,Target,WhatsApp,,,Feedback,2025-10-07,2025-10-07,2025-10-07,,,,,155,63,,,,90,,40.65%,41,65.08%,0,0%,1,3685.0,1,3685,1.59%,1,1.0,258.00,0.00,0,0.00,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,93.00,,,,,0.0159,93,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-07,ALT_FEEDE_57,Target,EMAIL,,,Feedback,2025-10-07,2025-10-07,2025-10-07,,,,,130,104,12,,,4,10,80%,19,18.27%,0,0%,1,1405.00,1,1405,0.96%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.00,,,,,0.0096,338,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-08,ALT_FEEDE_57,Target,WhatsApp,,,Feedback,2025-10-08,2025-10-08,2025-10-08,,,,,148,79,,,,68,,53.38%,53,67.09%,0,0%,2,5107.05,2,2553.52,2.53%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.80,,,,,0.0253,44.4,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-08,ALT_FEEDE_57,Target,EMAIL,,,Feedback,2025-10-08,2025-10-08,2025-10-08,,,,,124,98,12,,,7,7,79.03%,18,18.37%,0,0%,2,4868.00,2,2434,2.04%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.40,,,,,0.0204,161.2,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-09,ALT_FEEDE_57,Target,WhatsApp,,,Feedback,2025-10-09,2025-10-09,2025-10-09,,,,,124,56,,,,63,,45.16%,39,69.64%,0,0%,1,1757.79,1,1757.79,1.79%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.40,,,,,0.0179,74.4,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-09,ALT_FEEDE_57,Target,EMAIL,,,Feedback,2025-10-09,2025-10-09,2025-10-09,,,,,105,82,12,,,5,6,78.1%,10,12.2%,0,0%,3,6847.79,3,2282.6,3.66%,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.00,,,,,0.0366,91,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-10,ALT_FEEDE_57,Target,WhatsApp,,,Feedback,2025-10-10,2025-10-10,2025-10-10,,,,,135,61,,,,71,,45.19%,44,72.13%,0,0%,3,8605.00,3,2868.33,4.92%,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.00,,,,,0.0492,27,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-10,ALT_FEEDE_57,Target,EMAIL,,,Feedback,2025-10-10,2025-10-10,2025-10-10,,,,,116,97,9,,,5,5,83.62%,17,17.53%,0,0%,2,6310.00,2,3155,2.06%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.60,,,,,0.0206,150.8,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-11,ALT_FEEDE_57,Target,WhatsApp,,,Feedback,2025-10-11,2025-10-11,2025-10-11,,,,,162,71,,,,88,,43.83%,45,63.38%,0,0%,1,19713.00,1,19713,1.41%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.20,,,,,0.0141,97.2,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-11,ALT_FEEDE_57,Target,EMAIL,,,Feedback,2025-10-11,2025-10-11,2025-10-11,,,,,134,114,8,,,3,9,85.07%,17,14.91%,0,0%,4,33357.75,4,8339.44,3.51%,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.40,,,,,0.0351,87.1,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-12,ALT_FEEDE_57,Target,WhatsApp,,,Feedback,2025-10-12,2025-10-12,2025-10-12,,,,,136,55,,,,80,,40.44%,33,60%,0,0%,2,5778.00,2,2889,3.64%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.60,,,,,0.0364,40.8,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-12,ALT_FEEDE_57,Target,EMAIL,,,Feedback,2025-10-12,2025-10-12,2025-10-12,,,,,118,99,10,,,3,6,83.9%,28,28.28%,0,0%,4,11662.00,4,2915.5,4.04%,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.80,,,,,0.0404,76.7,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-13,ALT_FEEDE_57,Target,WhatsApp,,,Feedback,2025-10-13,2025-10-13,2025-10-13,,,,,102,37,,,,65,,36.27%,29,78.38%,0,0%,2,6327.53,2,3163.76,5.41%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.20,,,,,0.0541,30.6,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-13,ALT_FEEDE_57,Target,EMAIL,,,Feedback,2025-10-13,2025-10-13,2025-10-13,,,,,89,73,7,,,4,5,82.02%,10,13.7%,0,0%,2,6327.53,2,3163.76,2.74%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.40,,,,,0.0274,115.7,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-14,ALT_FEEDE_57,Target,WhatsApp,,,Feedback,2025-10-14,2025-10-14,2025-10-14,,,,,170,67,,,,98,,39.41%,45,67.16%,0,0%,1,1405.00,1,1405,1.49%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.00,,,,,0.0149,102,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-14,ALT_FEEDE_57,Target,EMAIL,,,Feedback,2025-10-14,2025-10-14,2025-10-14,,,,,144,118,8,,,9,9,81.94%,27,22.88%,0,0%,5,16541.19,7,2363.03,4.24%,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.40,,,,,0.0424,74.88,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-15,ALT_FEEDE_57,Target,WhatsApp,,,Feedback,2025-10-15,2025-10-15,2025-10-15,,,,,160,67,,,,92,,41.88%,49,73.13%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.00,,,,,,,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-15,ALT_FEEDE_57,Target,EMAIL,,,Feedback,2025-10-15,2025-10-15,2025-10-15,,,,,133,109,11,,,6,7,81.95%,12,11.01%,0,0%,1,1405.00,1,1405,0.92%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.80,,,,,0.0092,345.8,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-16,ALT_FEEDE_57,Target,WhatsApp,,,Feedback,2025-10-16,2025-10-16,2025-10-16,,,,,180,68,,,,107,,37.78%,41,60.29%,0,0%,5,24749.00,7,3535.57,7.35%,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.00,,,,,0.0735,21.6,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-16,ALT_FEEDE_57,Target,EMAIL,,,Feedback,2025-10-16,2025-10-16,2025-10-16,,,,,162,142,10,,,6,4,87.65%,28,19.72%,0,0%,12,67167.68,14,4797.69,8.45%,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.20,,,,,0.0845,35.1,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-17,ALT_FEEDE_57,Target,WhatsApp,,,Feedback,2025-10-17,2025-10-17,2025-10-17,,,,,111,40,,,,69,,36.04%,29,72.5%,0,0%,2,4488.00,2,2244,5%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.60,,,,,0.05,33.3,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-17,ALT_FEEDE_57,Target,EMAIL,,,Feedback,2025-10-17,2025-10-17,2025-10-17,,,,,101,76,15,,,5,5,75.25%,13,17.11%,0,0%,2,5244.00,2,2622,2.63%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.60,,,,,0.0263,131.3,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-18,ALT_FEEDE_57,Target,WhatsApp,,,Feedback,2025-10-18,2025-10-18,2025-10-18,,,,,142,51,,,,91,,35.92%,31,60.78%,0,0%,1,2625.00,1,2625,1.96%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.20,,,,,0.0196,85.2,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-19,ALT_FEEDE_57,Target,WhatsApp,,,Feedback,2025-10-19,2025-10-19,2025-10-19,,,,,151,55,,,,92,,36.42%,34,61.82%,0,0%,4,9861.75,4,2465.44,7.27%,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.60,,,,,0.0727,22.65,nps_d2updated
Online Delivery Feedback Reminder Day 2,ALT_FEEDE_57,ALT_FEEDE_57_2025-10-19,ALT_FEEDE_57,Target,EMAIL,,,Feedback,2025-10-19,2025-10-19,2025-10-19,,,,,134,113,8,,,3,10,84.33%,27,23.89%,0,0%,5,13446.56,5,2689.31,4.42%,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.40,,,,,0.0442,69.68,nps_d2updated
